,video_id,signer_id,duration,split,label_type,label,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,SignBank Reference ID
4460,WyfPgE0TSoju3KFiHSHa,30,2086,train,signbank,2239,,,,,,,,,,,,,,,,,,
67654,5gbmWDoQ4VJwxyVVcucd,61,3053,test,freetext,goosebumps,,,,,,,,,,,,,,,,,,
3089,Qv7BlsXOWSPxg0X5A3yb,64,1788,test,signbank,1376,,,,,,,,,,,,,,,,,,
64720,XqoqEbtqa9vnb13O7EQe,17,1119,val,asllex,sandwich_3,flat_b,imrp,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Head,Mouth,,1,flat_b,0,
2064,lD6mNUzkuYkb5yBfbhb2,7,2480,train,asllex,dog,d,mrp,Curved,,0,,Open,1,One Handed,None,1,Neutral,Neutral,,0,,0,376
21128,pY0FfKhUdEoMkWP4KuA8,7,2229,train,asllex,man,5,imrp,Fully Open,0,1,0,Open,0,One Handed,None,0,Head,Forehead,,1,,0,503
48463,Ci8Kds0d39OxM0WXckiO,50,2347,test,freetext,diabetic,,,,,,,,,,,,,,,,,,
54017,q0IIipSHD3aMpyPnYlTy,59,3413,train,asllex,ocean,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,None,0,Head,Chin,,1,5,0,555
14212,0RdUuXzQC2GC4thMkj6z,39,3617,train,asllex,new,c,imrp,Curved,0,0,0,Open,0,Asymmetrical Different Handshape,Curved,0,Hand,Palm,Hand Away,1,B,0,195
61671,F6iKbPX00FPnGRS0nZR3,8,1344,train,asllex,champ,curved_5,imrp,Curved,0,1,0,Open,0,Asymmetrical Different Handshape,Straight,0,Hand,Finger Tip,,1,1,0,2353
58027,pQUMw9HdGV9xrGWFA3Cy,39,4685,train,asllex,philosophy,4,imrp,Fully Open,0,1,1,Closed,0,One Handed,Straight,1,Head,Forehead,Head Away,1,,0,896
62227,dJu0a27a4ObxUy38IL78,49,1935,train,asllex,always,1,i,Fully Open,0,,,Closed,0,One Handed,Circular,1,Neutral,Neutral,Neutral,0,,0,265
2166,YPFH2cRhYRvfbN75z48s,54,4327,train,asllex,snow,flatspread_5,imrp,Flat,1,1,1,Open,1,One Handed,Straight,0,Body,Torso Top,Body Away,1,,0,3130
64611,SK0kzczhoguLEz9IMOCh,54,3923,train,asllex,tear_rip_2,f,i,Curved,0,,,Open,1,Dominance Violation,Curved,0,Hand,Finger Tip,Hand Away,1,Dominance Condition Violation,1,978
49143,SWA9gDCmDsP1dhs3CMHL,49,1377,train,asllex,signing_fluently,s,imrp,Fully Closed,1,,1,Closed,1,Symmetrical Or Alternating,None,0,Neutral,Neutral,Neutral,0,s,0,
51147,Rukv7iKINOUBwcvRPIYN,39,2197,train,asllex,champion,curved_5,imrp,Curved,0,1,0,Open,0,Asymmetrical Different Handshape,Back And Forth,0,Hand,Finger Tip,Hand Away,1,1,0,2353
61186,sWvGd7sXJvvPeqgyw3oY,8,1481,val,freetext,fact,,,,,,,,,,,,,,,,,,
47171,VLZxJG12NJqdkW1RXTuS,38,4451,train,asllex,hurricane,open_h,im,Fully Open,1,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,open_h,0,2928
29611,Mj4dAZy7t9GOkDTEdBZt,88,3023,train,asllex,honor,h,im,Fully Open,0,0,0,Closed,0,Symmetrical Or Alternating,Curved,0,Head,Forehead,Head Away,0,h,0,2606
54086,YcNeWWEKhMgUxChGoWhR,61,1009,test,asllex,memorize,5,imrp,Fully Open,1,1,1,Open,1,One Handed,Straight,0,Head,Forehead,Head Away,1,,0,1618
39073,7X1OCJeRr1dv154zgiqV,78,2273,val,freetext,chop,,,,,,,,,,,,,,,,,,
44688,HEoP9cpvjxQnPOmQLY5i,50,2410,test,asllex,wow,1,m,Curved,1,,,Open,1,One Handed,Straight,0,Neutral,Neutral,,0,,0,3325
49193,jw50EFRjXKm1FgXmONsh,39,3514,val,asllex,argue,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,1,0,740
26171,QVOrm0Hbi1OLIn3FVtWg,17,1564,val,freetext,bag,,,,,,,,,,,,,,,,,,
34946,Jf8Z8NjY3umXib1h2r6J,49,1707,train,asllex,walk,open_b,imrp,Fully Open,1,0,0,Open,0,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,open_b,0,314
19581,I3CIeU5erKH31gdHN4D7,17,1873,train,asllex,light_weight,open_8,m,Flat,0,,,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,open_8,1,496
63434,s7qjbOi0GXG0yTMFBzxB,61,1085,test,asllex,listen,curved_v,im,Curved,1,1,0,Open,0,One Handed,None,1,Head,Other,,1,,0,
62959,a8S4cma3u097qzi34PXv,30,1823,train,asllex,scarf_3,closed_b,imrp,Fully Open,0,0,0,Closed,0,One Handed,Curved,0,Body,Torso Top,Clavicle,1,,1,2266
23839,d8ViM1s7NREBASO0Txjj,7,2686,train,asllex,church,c,imrp,Curved,0,0,0,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Palm Back,,1,B,0,2296
48973,2MrKEsu5LnzLlMq7wzbh,46,3138,train,freetext,down,,,,,,,,,,,,,,,,,,
43946,HNKw0JfLg2ROCxzrB8vf,35,1701,train,asllex,clean,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,1,Hand,Palm,Hand Away,1,open_b,0,431
7529,V5b4jSS52aUQuam4Ayh5,76,5487,train,asllex,building,flat_h,im,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,flat_h,0,58
3083,aGDNBgI4AtWFks9CLlXI,39,2688,val,asllex,prison,4,imrp,Fully Open,0,1,0,Closed,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,4,0,2146
3805,407LxJS308A1b2lFqORD,80,2880,train,signbank,1729,,,,,,,,,,,,,,,,,,
52673,4TaT0g7CotI2ort2qgvp,48,990,test,asllex,pin_on,g,i,Flat,1,,,Open,1,One Handed,None,0,Body,Torso Top,,1,,0,
24901,50uOsRHLRLmIvwmKEMmM,85,2231,train,asllex,ball,curved_5,imrp,Curved,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,curved_5,0,382
62065,6enik5iZ2R1EAgl3ngHA,42,1395,train,asllex,cheer,s,imrp,Fully Closed,0,,0,Closed,1,Symmetrical Or Alternating,Circular,1,Head,Head Away,Head Away,0,s,0,1045
39361,CWa9QE60tVKMHah65ctc,84,1337,train,asllex,up,1,i,Fully Open,0,,,Closed,0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,1362
83492,vPzEpkBArFO5xJaakUhG,84,1989,val,freetext,old_fashioned,,,,,,,,,,,,,,,,,,
6505,w77eDXiv9KvfOHtPg420,88,3236,train,asllex,baseball,s,imrp,Fully Closed,0,,0,Closed,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,s,0,549
28576,75DoeI5BkNiQNF7N8pxm,64,1903,test,asllex,earn,curved_5,imrp,Curved,1,1,1,Open,1,Asymmetrical Different Handshape,Curved,0,Hand,Finger Front,Palm,1,B,0,813
87839,fsoV5zjxWgAVAHSRYaa1,80,2640,train,freetext,stretch,,,,,,,,,,,,,,,,,,
9558,KxhuVU2EZv7lBduqltJB,78,2630,val,asllex,type,curved_5,imrp,Curved,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,curved_5,0,1350
56758,uUQiZpE4ZIsLsmfO1AON,39,2853,train,asllex,vanish,flatspread_5,imrp,Flat,1,1,1,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,flatspread_5,0,1372
61166,phGEZpvwXA2ieyxLzTGf,46,3363,train,asllex,obsess,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Forehead,,1,,0,1552
48107,flhds8j5cif0gCDEzxxt,50,2450,test,asllex,octopus,stacked_5,imrp,Stacked,1,,1,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Finger Tip,,1,O,0,1551
2303,7z522sGhPr2jq4LE7d4W,62,1151,val,signbank,914,,,,,,,,,,,,,,,,,,
5334,w15IKVtoG66YLwvmKPKR,31,1617,train,asllex,corn_1,1,i,Fully Open,0,,,Closed,0,One Handed,Straight,1,Head,Mouth,Mouth,1,,1,2167
57457,OGsSLH3lhxMA7mmfNBJ4,62,1222,train,asllex,no_big_deal,f,i,Curved,0,,,Open,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,f,0,1562
1626,bW5m7Dx2bnjUwu0CdugA,59,1542,val,signbank,703,,,,,,,,,,,,,,,,,,
12234,q58JpobIxG5ZGlZ5aDvP,48,1142,test,asllex,wait,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,5,0,1405
37195,GXkLSJeSmJBGrhO338Mw,7,2761,val,asllex,shop_2,flat_o,imrp,Flat,0,0,0,Open,1,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,flat_o,1,1039
3944,u1rwttpReI8oW1FahQ5O,84,909,train,asllex,water,w,p,Curved,0,,,Open,1,One Handed,Straight,1,Head,Chin,,1,,0,1414
23397,g6ISg3AnSJoHennfYaTG,35,1482,val,asllex,jacket,a,t,,,,,Open,,Symmetrical Or Alternating,Curved,0,Body,Shoulder,Torso Mid,0,a,0,2982
26384,KqfXsfWtSL85Lab2aGak,48,1876,test,freetext,bedtime,,,,,,,,,,,,,,,,,,
88685,SCZk9DEP2APrKCKxcHKz,48,1964,test,freetext,thick_log,,,,,,,,,,,,,,,,,,
72382,8j1in1Wj1AV5U1PkgjXJ,54,1760,train,freetext,hot_air_balloon,,,,,,,,,,,,,,,,,,
60161,Kppzotzn1i2CKOcF6toV,76,2907,train,asllex,vibrate,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,5,0,1391
62484,g14YUEWtZf9yYujCUOGP,49,1278,val,asllex,right_3,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,0,Hand,Palm,Hand Away,1,open_b,0,976
14954,snYxWfZzx34G2JvPiY8b,17,3801,train,asllex,health,curved_5,imrp,Curved,1,1,1,Open,1,Symmetrical Or Alternating,Straight,0,Body,Shoulder,Body Away,1,curved_5,0,765
43629,2JcxElhE77CuqzGipPI3,39,2763,train,asllex,disrupt,curved_5,imrp,Curved,0,1,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,curved_5,1,1616
26295,eTZagOsfTmieotJvpxQ3,85,3750,train,asllex,agreement,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Forehead,,1,,0,2056
88096,lYlrHOIXvFDHuQtkrFc7,39,2066,train,freetext,suspect,,,,,,,,,,,,,,,,,,
29593,NLppsm1Y4qRbIYRS3G2S,39,2207,train,asllex,honor,h,im,Fully Open,0,0,0,Closed,0,Symmetrical Or Alternating,Curved,0,Head,Forehead,Head Away,0,h,0,2606
23767,QcEeBgFnlY1zeGMK6S8O,11,1709,train,asllex,worry,closed_b,imrp,Fully Open,0,0,0,Closed,0,Symmetrical Or Alternating,Circular,1,Head,Head Away,Head Away,0,closed_b,0,850
64268,UCsSLh1b5vb8yPRqLcAk,61,1575,test,asllex,hold_2,s,imrp,Fully Closed,0,,0,Closed,1,One Handed,Circular,1,Neutral,Neutral,Neutral,0,,0,151
15183,dBjp0SNDnr9vgOceMZQj,49,1736,val,asllex,sunset,c,imrp,Curved,0,0,0,Open,0,One Handed,Curved,0,Arm,Arm Away,Forearm Ulnar,1,,0,1143
33957,PCHDiezUGssPjqrktrpO,84,1050,train,asllex,let_know,o,imrp,Curved,0,0,0,Open,1,Symmetrical Or Alternating,None,0,Head,Forehead,,0,o,0,1733
61453,REsad5Dt4DR7z0OCxXsD,49,1336,train,asllex,ride_2,3,im,Fully Open,0,1,0,Open,0,Asymmetrical Different Handshape,Straight,0,Hand,Finger Radial,,1,B,0,974
29820,eh01VBRm2pwNJi2sBzvU,80,2457,train,asllex,when,1,i,Fully Open,0,,,Closed,0,Asymmetrical Same Handshape,Circular,0,Hand,Hand Away,Finger Tip,1,1,1,1426
2554,HtEGCCV0KfBcwUIVEZRe,52,4901,train,signbank,1070,,,,,,,,,,,,,,,,,,
60840,4QsEDiWpKNIUuyiNZKMq,78,3035,train,asllex,remove,c,imrp,Curved,1,0,1,Open,0,Asymmetrical Different Handshape,Back And Forth,0,Hand,Palm,Hand Away,1,B,0,238
13367,6weZVB4pF5wOdRwoX0HX,42,1561,val,asllex,warm,s,imrp,Fully Closed,1,,1,Open,1,One Handed,Straight,0,Head,Mouth,Head Away,0,,0,1410
43555,UbqOkekbXPwzlKXFof77,61,1584,test,asllex,spring,o,imrp,Curved,1,0,1,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,Hand Away,1,C,0,1105
7809,XWcBlw31jWBtbqatQyVY,62,1193,train,asllex,college,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,0,Hand,Palm,Hand Away,1,open_b,0,2038
46475,ccu493NLxq5M3IhhF3BH,17,1755,train,asllex,look_forward,v,im,Fully Open,0,1,0,Closed,0,Symmetrical Or Alternating,Curved,1,Head,Eye,Head Away,1,v,0,1637
40599,LSk6ZuChFPkmpalegY5B,49,1270,val,asllex,noise,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Curved,1,Head,Other,Head Away,1,5,1,1561
52183,JbiMRC00V7HLBN3jMeUV,85,3239,val,asllex,party_2,y,p,Fully Open,0,,,Open,0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,y,1,875
16781,GikhvnRON4IxWDp2LBXk,54,5116,train,asllex,religion,r,im,Crossed,0,0,0,Closed,0,One Handed,Curved,0,Body,Clavicle,Body Away,1,,0,957
45951,EctDMyTMh8LrqmaUamsc,42,2561,train,asllex,mad,5,imrp,Fully Open,1,1,0,Open,0,One Handed,Curved,0,Head,Head Away,Head Away,0,,0,183
14979,MnNrD7GWTxWV09Wcx7ew,62,1360,train,asllex,health,curved_5,imrp,Curved,1,1,1,Open,1,Symmetrical Or Alternating,Straight,0,Body,Shoulder,Body Away,1,curved_5,0,765
81767,WWmDUT3wRnjdGjZ7YuZ2,54,4185,train,freetext,milkman,,,,,,,,,,,,,,,,,,
83048,g8bMtzpRAzxRgC5L7XW8,7,2308,val,freetext,not_much,,,,,,,,,,,,,,,,,,
84543,0zwWlNDngifyTeit96lD,8,5407,train,freetext,point_of_view,,,,,,,,,,,,,,,,,,
8507,t5Hnan5jRqTHJYYuP6Zj,38,2974,train,asllex,rest,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Body,Torso Top,,1,open_b,0,352
11984,9x7eZF9dUUv8oFkfjH8v,62,950,train,asllex,drink,c,imrp,Curved,0,0,0,Open,0,One Handed,Straight,0,Head,Head Away,Head Away,0,,1,119
42476,jQnTqpfVpvUQdNnKKHim,49,919,train,asllex,plan,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,open_b,0,905
24047,k9Oq2Gcpg93IPksYdHlG,38,2751,train,asllex,hearing,1,i,Fully Open,0,,,Closed,0,One Handed,Circular,1,Head,Head Away,Head Away,0,,0,1773
890,loTrYhiHg92mrBpDWsAf,49,1852,val,asllex,paper,5,imrp,Fully Open,0,1,0,Open,0,Asymmetrical Same Handshape,Curved,1,Hand,Palm,Hand Away,1,5,0,588
82770,66sIpDJMDSTvCooks2q0,62,1523,train,freetext,nosy,,,,,,,,,,,,,,,,,,
54473,f5qccqbm9KngBlRz4JPq,62,1567,train,asllex,postpone,f,i,Curved,0,,,Open,1,Dominance Violation,Curved,0,Neutral,Neutral,Neutral,0,Dominance Condition Violation,0,921
40821,zvrcllJ5thTIbk0tvtN9,17,1091,train,asllex,smell,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,1,Head,Head Away,Head Away,0,,0,1076
82685,XaJeaOOA51xJX1DQfrLr,54,2392,train,freetext,no_quitter,,,,,,,,,,,,,,,,,,
81544,ltnXlhKSZsiRptm9OuQq,17,1727,train,freetext,may,,,,,,,,,,,,,,,,,,
45412,yvbmVizdH8zSs1gHm2Fx,46,3616,train,asllex,sneak_adventure,1,i,Fully Open,0,,,Closed,0,Asymmetrical Different Handshape,Z-shaped,0,Hand,Hand Away,Hand Away,0,B,0,816
21055,5nJdhgzrYEcyJzoqQYAV,63,1614,train,asllex,call_attention,open_b,imrp,Fully Open,1,0,0,Open,0,Asymmetrical Different Handshape,Straight,0,Hand,Palm Back,Hand Away,1,B,0,1142
41010,U3MF4ZD70lV2B1VD0Wih,62,1100,val,asllex,fun,h,im,Fully Open,0,0,0,Closed,0,One Handed,None,0,Head,Cheek Nose,,1,,0,141
10254,vJCxId8WigAQJJ4HJJIH,59,1724,train,asllex,sick,open_8,m,Flat,0,,,Open,0,Symmetrical Or Alternating,Straight,0,Head,Forehead,,1,open_8,0,255
10606,cxsDluWGtoW70KCPcZ4J,38,3150,train,asllex,important,f,i,Curved,0,,,Open,1,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,f,1,1746
2034,PoujIjcVS6ZKWRShGICJ,31,1306,train,asllex,mountain,a,t,,,,,Open,,Asymmetrical Same Handshape,Straight,0,Hand,Palm Back,,1,a,0,601
49579,QuTMRs0MDP4VRzOfmfAB,7,2197,val,asllex,limited,flat_b,imrp,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,,0,flat_b,1,1647
20669,1OgE9VlwNFgVhOMoGrlM,7,3069,train,asllex,letter,a,t,,,,,Open,,One Handed,None,0,Head,Mouth,,1,,0,356
43263,Z4fz8ijWDpmoMR0rSgoq,62,1160,train,asllex,process,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,open_b,0,936
56253,WjriWN1TW37ogn6jfhqQ,62,1692,train,asllex,circuswheel,curved_v,im,Curved,0,1,0,Closed,0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,curved_v,0,
1241,zs4g58wb7v2nDbnbBVhN,88,2352,train,signbank,539,,,,,,,,,,,,,,,,,,
28179,FgEVgCMceL7mLkM3wbXA,57,668,test,asllex,no,flat_h,im,Flat,,0,,Open,1,One Handed,None,1,Neutral,Neutral,,0,,0,512
28360,jRxD7fvuUmpY6AD1VJ5N,39,2795,train,asllex,game,a,t,,,,,Open,,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,a,0,463
41468,nl1z45VdhtviB9zCuuHe,36,1758,test,asllex,danger,a,t,,,,,Open,,Asymmetrical Different Handshape,Curved,1,Hand,Palm Back,Hand Away,1,B,0,2474
48584,Ya1ZLTb1kOwUxqPGdGli,88,4946,val,freetext,direction,,,,,,,,,,,,,,,,,,
493,frCTmIudLRB1kCzZRpwf,50,2639,test,asllex,chair,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Straight,1,Hand,Finger Back,,1,Dominance Condition Violation,0,378
21441,up0Ao9mFs058hoHfdct6,52,4475,train,asllex,money,flat_o,imrp,Flat,0,0,0,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,670
11203,HYPDVtnchXtF86WcWZ0B,14,2679,train,asllex,eat_1,o,imrp,Curved,0,0,0,Open,1,One Handed,Straight,1,Head,Mouth,,1,,0,399
40443,BK7GLeRePrX4hsZ30Wz3,39,3713,train,asllex,spontaneous,baby_o,i,Bent,1,,,Open,1,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,baby_o,1,
61258,BUe8eldD66Lw6FsWCy9n,30,2030,train,freetext,fall,,,,,,,,,,,,,,,,,,
21921,uG1onDbuRGZOELSGe1DE,31,1491,train,asllex,show,1,i,Fully Open,0,,,Closed,0,Asymmetrical Different Handshape,Straight,0,Hand,Palm,,1,B,0,254
39811,CtzpeYDvGBsng5JoSsZp,64,2706,test,asllex,wall,closed_b,imrp,Fully Open,0,0,0,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,closed_b,0,1408
42972,AiOB9zl2U4VLhZrtqzRn,62,1617,train,asllex,sign,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,1,0,256
53622,Lq0MlxkWUL4snGuz2WPA,46,2473,train,asllex,nice,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Straight,0,Hand,Palm,Finger Front,1,open_b,0,198
4497,xLLl6MYPnk4ZSAZ8KTzd,49,1400,val,signbank,2252,,,,,,,,,,,,,,,,,,
1572,C1Eb5jjKbM7opfCFYQf5,39,3224,train,signbank,655,,,,,,,,,,,,,,,,,,
31623,Zs6pVySCc2zRzvUCe8mO,84,1929,val,asllex,help,a,t,,,,,Open,,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,2562
54734,zdVdz22c65qCgnp9MwVH,49,1687,val,asllex,middle,open_8,m,Flat,0,,,Open,0,Asymmetrical Different Handshape,Circular,0,Hand,Hand Away,Palm,1,B,1,1611
85073,tNoGkoGQTBWMMUH9RsS9,54,3003,train,freetext,quit,,,,,,,,,,,,,,,,,,
6132,fbk7cNe5upKj0TYf5yPJ,61,2122,test,asllex,piano,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,5,0,349
50281,iiRn1GEMcDQrX9rtGi3d,15,1133,val,asllex,abbreviate,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Straight,0,Hand,Finger Radial,Hand Away,1,Dominance Condition Violation,1,252
18216,Nsu9pH56X17xNRWm5ZBt,38,2086,train,asllex,home,o,imrp,Curved,0,0,0,Open,1,One Handed,Straight,0,Head,Chin,,1,,0,152
37991,X6b2dIl4rcXwrZucvlEP,62,1250,val,asllex,house,flat_b,imrp,Flat,1,0,0,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,flat_b,0,486
53309,w1XviQQHgZguVVT6mo9R,84,1472,train,asllex,fix,o,imrp,Curved,0,0,0,Open,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,o,0,239
10173,QTeo8GoOVzGJcHekOxg1,39,2408,train,asllex,serious,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Chin,,1,,1,2014
90752,24YcG2zvR6zyHPv1sI1f,49,1418,val,freetext,window_close,,,,,,,,,,,,,,,,,,
30985,qwbq7oDLanfRIh5LZy6n,50,2288,test,asllex,shocked,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Forehead,,1,,0,1038
63661,cTrhm18UiDU1Hd6GR3oh,30,1956,train,asllex,can_2,spread_open_e,imrp,Bent,0,1,0,Open,0,Asymmetrical Different Handshape,Curved,1,Hand,Finger Radial,Hand Away,1,S,1,
26437,MEtmRnmBN2cxS7Fhp6lw,7,2453,train,freetext,belly,,,,,,,,,,,,,,,,,,
44371,Cqz9cLuATQZa4lTrYIWP,57,1894,test,asllex,clothes,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Curved,1,Body,Torso Top,Body Away,1,5,1,91
40635,YhHzTmkxmohFYgLjrjgl,11,1713,train,asllex,mischievous,3,im,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,Curved,1,Head,Forehead,,1,3,0,1604
5853,LzoYX0UDSJORQhnffEA1,84,1519,train,signbank,3309,,,,,,,,,,,,,,,,,,
64334,Fhy6jMgV0MwFLEMFd1o4,38,3719,val,asllex,tablet,open_8,m,Flat,0,,,Open,0,Asymmetrical Different Handshape,Curved,1,Hand,Palm,Hand Away,1,B,0,
39814,VN7oX3xSwx7W7OuTrRQm,49,2461,train,freetext,covid,,,,,,,,,,,,,,,,,,
14326,vSLMDIPDTc9XcN8JGpxw,52,3080,val,asllex,stress,5,imrp,Fully Open,0,1,0,Open,0,Symmetry Violation,Straight,1,Hand,Finger Radial,,1,S,0,928
71917,OseqelRk6jEUWmVkslMe,39,3543,train,freetext,have,,,,,,,,,,,,,,,,,,
4108,Gyy1ekZEVpXyUOU1Ayvq,49,1381,train,signbank,2013,,,,,,,,,,,,,,,,,,
18954,moEd6GUgbNJFY3Yj3ija,60,1085,val,asllex,cute_1,h,im,Fully Open,1,0,0,Closed,0,One Handed,None,1,Head,Chin,Head Away,1,,0,438
24895,gXWQ4By5bcjTVS0JUFku,61,1467,test,asllex,ball,curved_5,imrp,Curved,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,curved_5,0,382
2472,f35lqlk67W4uRj1rhebo,36,2213,test,asllex,promise,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Mouth,,1,,0,674
54107,FNXzW4x112qVEV5uaA5B,8,1471,val,asllex,memorize,5,imrp,Fully Open,1,1,1,Open,1,One Handed,Straight,0,Head,Forehead,Head Away,1,,0,1618
32856,44lBQDROtR3bS3hGNuXG,84,1349,train,asllex,later,l,i,Fully Open,0,,,Open,0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,169
21466,aRAFMsqXBKJI2YH6GEPq,7,2217,val,asllex,money,flat_o,imrp,Flat,0,0,0,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,,1,B,0,670
4366,7agjW8Nq2qye2YHAGy1Y,39,3143,train,signbank,2177,,,,,,,,,,,,,,,,,,
86946,dZgbdUdyccryrUx48Vqj,39,3757,train,freetext,small_word,,,,,,,,,,,,,,,,,,
89382,rfyjkRdf4KEGhLquXUDU,50,2551,test,freetext,trip,,,,,,,,,,,,,,,,,,
27278,ODxC68WSa6mtxsd3Ebd5,39,2715,val,freetext,but,,,,,,,,,,,,,,,,,,
48417,iUX2O6xeq8UlJ4Bn59Jw,85,3179,train,asllex,will,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,0,Head,Cheek Nose,Head Away,0,,0,
48851,V4eh0L9Hew47K3ySgadm,60,1135,train,freetext,done,,,,,,,,,,,,,,,,,,
55761,nHz2UU1QdqoBOukrBWSO,84,1727,train,asllex,propose,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,open_b,0,941
26225,IpthwcQjrCNlkwYSUqor,14,2398,train,asllex,agreement,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Forehead,,1,,0,2056
31889,zKPxfGm2jbkgVbD3YXCa,61,2149,test,asllex,write,baby_o,i,Bent,0,,,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm,Hand Away,1,B,0,1467
12555,Rb6GAPs2PLUW26lcVYeb,63,2074,train,asllex,win,o,imrp,Curved,1,0,0,Open,1,Asymmetrical Same Handshape,Curved,0,Hand,Finger Radial,Hand Away,1,o,1,1438
47471,2MuRxOnc9nNTO9R7Urdi,31,3388,train,asllex,swing_2,bent_v,im,Bent,0,1,0,Closed,0,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,bent_v,0,2369
6678,YOGrxDij6EMXNbcgmlWT,84,2034,val,asllex,actor,a,t,,,,,Open,,Symmetrical Or Alternating,Circular,1,Body,Torso Top,Body Away,1,a,0,2049
